USB2G13063_1:101		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		
785.129	515.11	785.129	529.5	785.129	524.11	785.129	560.28	785.129	545.5	
785.452	519.11	785.452	507.5	785.452	505.11	785.452	559.28	785.452	539.5	
785.776	516.11	785.776	521.5	785.776	520.11	785.776	579.28	785.776	548.5	
786.099	480.11	786.099	502.5	786.099	509.11	786.099	566.28	786.099	525.5	
786.422	515.11	786.422	501.5	786.422	496.11	786.422	549.28	786.422	534.5	
786.745	507.11	786.745	522.5	786.745	515.11	786.745	558.28	786.745	537.5	
787.068	502.11	787.068	507.5	787.068	515.11	787.068	562.28	787.068	532.5	
787.391	510.11	787.391	506.5	787.391	518.11	787.391	569.28	787.391	540.5	
787.714	503.11	787.714	511.5	787.714	507.11	787.714	548.28	787.714	533.5	
788.037	510.11	788.037	506.5	788.037	518.11	788.037	565.28	788.037	524.5	
788.36	510.11	788.36	505.5	788.36	510.11	788.36	556.28	788.36	516.5	
788.683	511.11	788.683	503.5	788.683	513.11	788.683	561.28	788.683	541.5	
789.006	511.11	789.006	507.5	789.006	498.11	789.006	553.28	789.006	534.5	
789.329	512.11	789.329	500.5	789.329	509.11	789.329	550.28	789.329	533.5	
789.652	504.11	789.652	507.5	789.652	517.11	789.652	560.28	789.652	522.5	
789.974	498.11	789.974	500.5	789.974	506.11	789.974	555.28	789.974	516.5	
790.297	490.11	790.297	498.5	790.297	500.11	790.297	560.28	790.297	522.5	
790.62	488.11	790.62	502.5	790.62	493.11	790.62	549.28	790.62	518.5	
790.942	484.11	790.942	496.5	790.942	498.11	790.942	544.28	790.942	510.5	
791.265	509.11	791.265	496.5	791.265	515.11	791.265	564.28	791.265	515.5	
791.587	495.11	791.587	491.5	791.587	502.11	791.587	545.28	791.587	522.5	
791.91	499.11	791.91	495.5	791.91	499.11	791.91	547.28	791.91	524.5	
792.232	505.11	792.232	490.5	792.232	498.11	792.232	539.28	792.232	510.5	
792.554	498.11	792.554	486.5	792.554	495.11	792.554	521.28	792.554	512.5	
792.877	495.11	792.877	499.5	792.877	508.11	792.877	559.28	792.877	514.5	
793.199	502.11	793.199	494.5	793.199	491.11	793.199	540.28	793.199	514.5	
793.521	485.11	793.521	483.5	793.521	497.11	793.521	532.28	793.521	506.5	
793.843	490.11	793.843	492.5	793.843	505.11	793.843	561.28	793.843	517.5	
794.165	497.11	794.165	487.5	794.165	501.11	794.165	538.28	794.165	519.5	
794.488	489.11	794.488	487.5	794.488	493.11	794.488	541.28	794.488	514.5	
794.81	483.11	794.81	492.5	794.81	489.11	794.81	551.28	794.81	495.5	
795.132	486.11	795.132	494.5	795.132	486.11	795.132	535.28	795.132	499.5	
795.454	475.11	795.454	494.5	795.454	501.11	795.454	540.28	795.454	508.5	
795.775	480.11	795.775	491.5	795.775	488.11	795.775	530.28	795.775	500.5	
796.097	495.11	796.097	491.5	796.097	490.11	796.097	533.28	796.097	506.5	
796.419	474.11	796.419	484.5	796.419	489.11	796.419	536.28	796.419	513.5	
796.741	478.11	796.741	484.5	796.741	479.11	796.741	527.28	796.741	497.5	
797.063	479.11	797.063	480.5	797.063	496.11	797.063	529.28	797.063	494.5	
797.384	484.11	797.384	483.5	797.384	491.11	797.384	528.28	797.384	491.5	
797.706	476.11	797.706	483.5	797.706	481.11	797.706	522.28	797.706	502.5	
798.028	471.11	798.028	479.5	798.028	473.11	798.028	524.28	798.028	491.5	
798.349	480.11	798.349	483.5	798.349	490.11	798.349	527.28	798.349	507.5	
798.671	494.11	798.671	480.5	798.671	484.11	798.671	530.28	798.671	502.5	
798.992	490.11	798.992	502.5	798.992	489.11	798.992	521.28	798.992	502.5	
799.313	483.11	799.313	474.5	799.313	485.11	799.313	527.28	799.313	497.5	
799.635	471.11	799.635	480.5	799.635	480.11	799.635	530.28	799.635	484.5	
799.956	475.11	799.956	484.5	799.956	486.11	799.956	516.28	799.956	482.5	
800.277	473.11	800.277	468.5	800.277	483.11	800.277	516.28	800.277	498.5	
800.599	473.11	800.599	471.5	800.599	478.11	800.599	530.28	800.599	488.5	
800.92	473.11	800.92	468.5	800.92	481.11	800.92	512.28	800.92	497.5	
801.241	474.11	801.241	469.5	801.241	487.11	801.241	514.28	801.241	478.5	
801.562	457.11	801.562	473.5	801.562	469.11	801.562	530.28	801.562	493.5	
801.883	469.11	801.883	476.5	801.883	472.11	801.883	523.28	801.883	488.5	
802.204	466.11	802.204	464.5	802.204	487.11	802.204	506.28	802.204	495.5	
802.525	470.11	802.525	465.5	802.525	464.11	802.525	508.28	802.525	483.5	
802.846	481.11	802.846	470.5	802.846	470.11	802.846	525.28	802.846	486.5	
803.167	473.11	803.167	458.5	803.167	450.11	803.167	517.28	803.167	479.5	
803.488	464.11	803.488	470.5	803.488	465.11	803.488	525.28	803.488	491.5	
803.808	459.11	803.808	464.5	803.808	474.11	803.808	519.28	803.808	493.5	
804.129	465.11	804.129	457.5	804.129	468.11	804.129	518.28	804.129	488.5	
804.45	456.11	804.45	458.5	804.45	471.11	804.45	503.28	804.45	460.5	
804.77	461.11	804.77	467.5	804.77	477.11	804.77	507.28	804.77	478.5	
805.091	446.11	805.091	467.5	805.091	471.11	805.091	516.28	805.091	469.5	
805.412	466.11	805.412	458.5	805.412	458.11	805.412	512.28	805.412	465.5	
805.732	461.11	805.732	463.5	805.732	467.11	805.732	519.28	805.732	480.5	
806.053	467.11	806.053	473.5	806.053	477.11	806.053	521.28	806.053	479.5	
806.373	452.11	806.373	456.5	806.373	458.11	806.373	484.28	806.373	460.5	
806.693	464.11	806.693	445.5	806.693	463.11	806.693	511.28	806.693	485.5	
807.014	453.11	807.014	466.5	807.014	466.11	807.014	514.28	807.014	460.5	
807.334	458.11	807.334	452.5	807.334	465.11	807.334	501.28	807.334	468.5	
807.654	451.11	807.654	443.5	807.654	445.11	807.654	498.28	807.654	470.5	
807.974	453.11	807.974	448.5	807.974	469.11	807.974	495.28	807.974	479.5	
808.294	446.11	808.294	455.5	808.294	456.11	808.294	514.28	808.294	474.5	
808.615	455.11	808.615	452.5	808.615	461.11	808.615	498.28	808.615	463.5	
808.935	451.11	808.935	454.5	808.935	465.11	808.935	509.28	808.935	470.5	
809.255	464.11	809.255	442.5	809.255	440.11	809.255	495.28	809.255	471.5	
809.575	456.11	809.575	444.5	809.575	461.11	809.575	493.28	809.575	466.5	
809.894	453.11	809.894	449.5	809.894	444.11	809.894	497.28	809.894	475.5	
810.214	455.11	810.214	445.5	810.214	452.11	810.214	499.28	810.214	474.5	
810.534	449.11	810.534	449.5	810.534	462.11	810.534	504.28	810.534	459.5	
810.854	456.11	810.854	443.5	810.854	451.11	810.854	500.28	810.854	462.5	
811.174	449.11	811.174	463.5	811.174	444.11	811.174	494.28	811.174	450.5	
811.493	449.11	811.493	448.5	811.493	455.11	811.493	480.28	811.493	464.5	
811.813	444.11	811.813	443.5	811.813	428.11	811.813	482.28	811.813	454.5	
812.133	434.11	812.133	437.5	812.133	436.11	812.133	478.28	812.133	442.5	
812.452	429.11	812.452	423.5	812.452	431.11	812.452	478.28	812.452	453.5	
812.772	426.11	812.772	426.5	812.772	441.11	812.772	485.28	812.772	445.5	
813.091	422.11	813.091	429.5	813.091	430.11	813.091	468.28	813.091	446.5	
813.41	431.11	813.41	427.5	813.41	432.11	813.41	471.28	813.41	437.5	
813.73	425.11	813.73	428.5	813.73	438.11	813.73	490.28	813.73	451.5	
814.049	430.11	814.049	445.5	814.049	437.11	814.049	470.28	814.049	447.5	
814.368	424.11	814.368	421.5	814.368	441.11	814.368	486.28	814.368	449.5	
814.688	430.11	814.688	443.5	814.688	446.11	814.688	469.28	814.688	461.5	
815.007	428.11	815.007	430.5	815.007	441.11	815.007	491.28	815.007	462.5	
815.326	437.11	815.326	442.5	815.326	431.11	815.326	491.28	815.326	446.5	
815.645	448.11	815.645	445.5	815.645	438.11	815.645	491.28	815.645	465.5	
815.964	432.11	815.964	438.5	815.964	446.11	815.964	483.28	815.964	467.5	
816.283	441.11	816.283	443.5	816.283	452.11	816.283	500.28	816.283	459.5	
816.602	435.11	816.602	444.5	816.602	441.11	816.602	477.28	816.602	449.5	
816.921	441.11	816.921	441.5	816.921	433.11	816.921	485.28	816.921	455.5	
817.24	438.11	817.24	437.5	817.24	441.11	817.24	486.28	817.24	448.5	
817.559	425.11	817.559	441.5	817.559	449.11	817.559	483.28	817.559	444.5	
817.877	442.11	817.877	441.5	817.877	435.11	817.877	491.28	817.877	462.5	
818.196	447.11	818.196	426.5	818.196	442.11	818.196	486.28	818.196	456.5	
818.515	437.11	818.515	437.5	818.515	443.11	818.515	488.28	818.515	456.5	
818.833	440.11	818.833	430.5	818.833	434.11	818.833	476.28	818.833	447.5	
819.152	441.11	819.152	447.5	819.152	440.11	819.152	497.28	819.152	465.5	
819.47	440.11	819.47	441.5	819.47	444.11	819.47	490.28	819.47	453.5	
819.789	429.11	819.789	438.5	819.789	438.11	819.789	486.28	819.789	444.5	
820.107	433.11	820.107	429.5	820.107	436.11	820.107	484.28	820.107	443.5	
820.426	421.11	820.426	431.5	820.426	433.11	820.426	481.28	820.426	447.5	
820.744	425.11	820.744	446.5	820.744	447.11	820.744	470.28	820.744	451.5	
821.062	435.11	821.062	430.5	821.062	437.11	821.062	486.28	821.062	445.5	
821.381	418.11	821.381	430.5	821.381	426.11	821.381	484.28	821.381	456.5	
821.699	427.11	821.699	436.5	821.699	440.11	821.699	486.28	821.699	442.5	
822.017	427.11	822.017	432.5	822.017	431.11	822.017	481.28	822.017	446.5	
822.335	440.11	822.335	436.5	822.335	442.11	822.335	478.28	822.335	442.5	
822.653	425.11	822.653	427.5	822.653	447.11	822.653	468.28	822.653	435.5	
822.971	432.11	822.971	440.5	822.971	425.11	822.971	491.28	822.971	430.5	
823.289	430.11	823.289	422.5	823.289	432.11	823.289	469.28	823.289	438.5	
823.607	422.11	823.607	419.5	823.607	433.11	823.607	477.28	823.607	438.5	
823.925	419.11	823.925	426.5	823.925	425.11	823.925	465.28	823.925	447.5	
824.243	426.11	824.243	419.5	824.243	420.11	824.243	478.28	824.243	422.5	
824.561	431.11	824.561	420.5	824.561	415.11	824.561	472.28	824.561	442.5	
824.879	418.11	824.879	419.5	824.879	432.11	824.879	472.28	824.879	448.5	
825.196	423.11	825.196	428.5	825.196	427.11	825.196	464.28	825.196	435.5	
825.514	419.11	825.514	414.5	825.514	421.11	825.514	455.28	825.514	439.5	
825.832	423.11	825.832	416.5	825.832	423.11	825.832	469.28	825.832	422.5	
826.149	412.11	826.149	413.5	826.149	423.11	826.149	467.28	826.149	427.5	
826.467	417.11	826.467	410.5	826.467	417.11	826.467	462.28	826.467	425.5	
826.784	409.11	826.784	415.5	826.784	416.11	826.784	452.28	826.784	427.5	
827.101	406.11	827.101	409.5	827.101	423.11	827.101	457.28	827.101	419.5	
827.419	411.11	827.419	405.5	827.419	424.11	827.419	465.28	827.419	430.5	
827.736	412.11	827.736	406.5	827.736	412.11	827.736	457.28	827.736	422.5	
828.053	405.11	828.053	407.5	828.053	413.11	828.053	451.28	828.053	423.5	
828.371	403.11	828.371	415.5	828.371	415.11	828.371	451.28	828.371	425.5	
828.688	414.11	828.688	412.5	828.688	411.11	828.688	452.28	828.688	419.5	
829.005	413.11	829.005	398.5	829.005	398.11	829.005	452.28	829.005	428.5	
829.322	412.11	829.322	403.5	829.322	402.11	829.322	446.28	829.322	426.5	
829.639	405.11	829.639	411.5	829.639	411.11	829.639	444.28	829.639	413.5	
829.956	402.11	829.956	396.5	829.956	408.11	829.956	440.28	829.956	412.5	
830.273	397.11	830.273	395.5	830.273	398.11	830.273	450.28	830.273	414.5	
830.59	405.11	830.59	402.5	830.59	418.11	830.59	459.28	830.59	420.5	
830.907	397.11	830.907	400.5	830.907	402.11	830.907	446.28	830.907	430.5	
831.224	390.11	831.224	393.5	831.224	411.11	831.224	431.28	831.224	411.5	
831.541	403.11	831.541	404.5	831.541	402.11	831.541	444.28	831.541	415.5	
831.857	384.11	831.857	394.5	831.857	404.11	831.857	438.28	831.857	412.5	
832.174	391.11	832.174	397.5	832.174	406.11	832.174	434.28	832.174	404.5	
832.491	391.11	832.491	401.5	832.491	402.11	832.491	444.28	832.491	400.5	
832.807	386.11	832.807	397.5	832.807	396.11	832.807	432.28	832.807	399.5	
833.124	388.11	833.124	391.5	833.124	401.11	833.124	429.28	833.124	411.5	
833.44	392.11	833.44	386.5	833.44	398.11	833.44	438.28	833.44	408.5	
833.757	389.11	833.757	390.5	833.757	401.11	833.757	438.28	833.757	402.5	
834.073	373.11	834.073	384.5	834.073	394.11	834.073	438.28	834.073	394.5	
834.389	383.11	834.389	387.5	834.389	389.11	834.389	437.28	834.389	391.5	
834.706	384.11	834.706	378.5	834.706	386.11	834.706	426.28	834.706	396.5	
835.022	382.11	835.022	391.5	835.022	384.11	835.022	418.28	835.022	396.5	
835.338	383.11	835.338	387.5	835.338	384.11	835.338	427.28	835.338	396.5	
835.654	382.11	835.654	385.5	835.654	381.11	835.654	425.28	835.654	392.5	
835.971	378.11	835.971	381.5	835.971	396.11	835.971	415.28	835.971	379.5	
836.287	372.11	836.287	371.5	836.287	373.11	836.287	417.28	836.287	375.5	
836.603	356.11	836.603	354.5	836.603	363.11	836.603	410.28	836.603	374.5	
836.919	374.11	836.919	359.5	836.919	360.11	836.919	396.28	836.919	364.5	
837.235	355.11	837.235	364.5	837.235	359.11	837.235	391.28	837.235	376.5	
837.55	354.11	837.55	353.5	837.55	350.11	837.55	389.28	837.55	362.5	
837.866	364.11	837.866	344.5	837.866	363.11	837.866	383.28	837.866	369.5	
838.182	362.11	838.182	365.5	838.182	358.11	838.182	402.28	838.182	373.5	
838.498	362.11	838.498	352.5	838.498	367.11	838.498	393.28	838.498	379.5	
838.814	357.11	838.814	363.5	838.814	369.11	838.814	406.28	838.814	383.5	
839.129	373.11	839.129	361.5	839.129	371.11	839.129	395.28	839.129	384.5	
839.445	376.11	839.445	366.5	839.445	382.11	839.445	416.28	839.445	381.5	
839.76	361.11	839.76	379.5	839.76	365.11	839.76	403.28	839.76	375.5	
840.076	368.11	840.076	364.5	840.076	362.11	840.076	401.28	840.076	379.5	
840.391	368.11	840.391	350.5	840.391	365.11	840.391	394.28	840.391	368.5	
840.707	363.11	840.707	365.5	840.707	362.11	840.707	405.28	840.707	365.5	
841.022	359.11	841.022	350.5	841.022	357.11	841.022	400.28	841.022	358.5	
841.338	360.11	841.338	367.5	841.338	366.11	841.338	388.28	841.338	365.5	
841.653	357.11	841.653	363.5	841.653	368.11	841.653	400.28	841.653	366.5	
841.968	347.11	841.968	346.5	841.968	365.11	841.968	387.28	841.968	367.5	
842.283	354.11	842.283	360.5	842.283	367.11	842.283	398.28	842.283	367.5	
842.598	348.11	842.598	358.5	842.598	360.11	842.598	381.28	842.598	360.5	
842.913	341.11	842.913	340.5	842.913	357.11	842.913	388.28	842.913	364.5	
843.229	348.11	843.229	344.5	843.229	348.11	843.229	394.28	843.229	356.5	
843.544	343.11	843.544	335.5	843.544	348.11	843.544	380.28	843.544	358.5	
843.858	355.11	843.858	347.5	843.858	337.11	843.858	394.28	843.858	364.5	
844.173	345.11	844.173	343.5	844.173	347.11	844.173	373.28	844.173	363.5	
844.488	336.11	844.488	352.5	844.488	350.11	844.488	380.28	844.488	357.5	
844.803	340.11	844.803	335.5	844.803	360.11	844.803	384.28	844.803	343.5	
845.118	342.11	845.118	335.5	845.118	351.11	845.118	374.28	845.118	355.5	
845.433	339.11	845.433	340.5	845.433	353.11	845.433	373.28	845.433	347.5	
845.747	346.11	845.747	333.5	845.747	350.11	845.747	377.28	845.747	344.5	
846.062	338.11	846.062	333.5	846.062	336.11	846.062	369.28	846.062	350.5	
846.376	322.11	846.376	333.5	846.376	349.11	846.376	368.28	846.376	352.5	
846.691	330.11	846.691	321.5	846.691	341.11	846.691	365.28	846.691	341.5	
847.005	338.11	847.005	332.5	847.005	342.11	847.005	362.28	847.005	336.5	
847.32	323.11	847.32	330.5	847.32	328.11	847.32	367.28	847.32	344.5	
847.634	332.11	847.634	331.5	847.634	328.11	847.634	367.28	847.634	342.5	
847.949	335.11	847.949	323.5	847.949	331.11	847.949	372.28	847.949	342.5	
848.263	326.11	848.263	323.5	848.263	323.11	848.263	363.28	848.263	337.5	
848.577	332.11	848.577	313.5	848.577	333.11	848.577	355.28	848.577	324.5	
848.891	324.11	848.891	323.5	848.891	324.11	848.891	358.28	848.891	336.5	
849.205	321.11	849.205	320.5	849.205	325.11	849.205	360.28	849.205	321.5	
849.52	322.11	849.52	319.5	849.52	319.11	849.52	345.28	849.52	327.5	
849.834	324.11	849.834	330.5	849.834	327.11	849.834	368.28	849.834	336.5	
850.148	321.11	850.148	315.5	850.148	322.11	850.148	355.28	850.148	323.5	
850.462	317.11	850.462	312.5	850.462	331.11	850.462	354.28	850.462	315.5	
850.775	314.11	850.775	313.5	850.775	310.11	850.775	342.28	850.775	327.5	
851.089	309.11	851.089	314.5	851.089	317.11	851.089	345.28	851.089	321.5	
851.403	314.11	851.403	311.5	851.403	318.11	851.403	341.28	851.403	321.5	
851.717	307.11	851.717	307.5	851.717	307.11	851.717	341.28	851.717	328.5	
852.031	313.11	852.031	308.5	852.031	318.11	852.031	342.28	852.031	308.5	
852.344	321.11	852.344	307.5	852.344	301.11	852.344	351.28	852.344	320.5	
852.658	312.11	852.658	310.5	852.658	314.11	852.658	345.28	852.658	309.5	
852.972	309.11	852.972	305.5	852.972	310.11	852.972	344.28	852.972	325.5	
853.285	309.11	853.285	300.5	853.285	312.11	853.285	348.28	853.285	321.5	
853.599	310.11	853.599	306.5	853.599	306.11	853.599	331.28	853.599	319.5	
853.912	310.11	853.912	301.5	853.912	301.11	853.912	336.28	853.912	303.5	
854.225	299.11	854.225	310.5	854.225	307.11	854.225	342.28	854.225	318.5	
854.539	304.11	854.539	303.5	854.539	310.11	854.539	329.28	854.539	305.5	
854.852	313.11	854.852	298.5	854.852	299.11	854.852	338.28	854.852	317.5	
855.165	308.11	855.165	301.5	855.165	303.11	855.165	331.28	855.165	307.5	
855.478	303.11	855.478	293.5	855.478	303.11	855.478	335.28	855.478	300.5	
855.792	298.11	855.792	304.5	855.792	300.11	855.792	335.28	855.792	310.5	
856.105	306.11	856.105	289.5	856.105	301.11	856.105	329.28	856.105	317.5	
856.418	292.11	856.418	295.5	856.418	306.11	856.418	328.28	856.418	296.5	
856.731	296.11	856.731	291.5	856.731	303.11	856.731	326.28	856.731	304.5	
857.044	298.11	857.044	294.5	857.044	292.11	857.044	331.28	857.044	308.5	
857.357	296.11	857.357	292.5	857.357	303.11	857.357	324.28	857.357	296.5	
857.67	288.11	857.67	289.5	857.67	286.11	857.67	322.28	857.67	297.5	
857.982	289.11	857.982	279.5	857.982	293.11	857.982	322.28	857.982	302.5	
858.295	286.11	858.295	284.5	858.295	293.11	858.295	324.28	858.295	295.5	
858.608	293.11	858.608	291.5	858.608	293.11	858.608	308.28	858.608	287.5	
858.921	280.11	858.921	289.5	858.921	292.11	858.921	313.28	858.921	302.5	
859.233	288.11	859.233	288.5	859.233	290.11	859.233	314.28	859.233	296.5	
859.546	275.11	859.546	287.5	859.546	284.11	859.546	316.28	859.546	287.5	
859.858	281.11	859.858	282.5	859.858	282.11	859.858	322.28	859.858	296.5	
860.171	281.11	860.171	284.5	860.171	284.11	860.171	307.28	860.171	288.5	
860.483	276.11	860.483	269.5	860.483	282.11	860.483	313.28	860.483	298.5	
860.796	273.11	860.796	280.5	860.796	281.11	860.796	304.28	860.796	277.5	
861.108	273.11	861.108	271.5	861.108	276.11	861.108	300.28	861.108	284.5	
861.42	277.11	861.42	271.5	861.42	281.11	861.42	301.28	861.42	292.5	
861.733	279.11	861.733	265.5	861.733	275.11	861.733	303.28	861.733	295.5	
862.045	275.11	862.045	270.5	862.045	279.11	862.045	297.28	862.045	280.5	
862.357	269.11	862.357	268.5	862.357	272.11	862.357	300.28	862.357	279.5	
862.669	262.11	862.669	267.5	862.669	275.11	862.669	302.28	862.669	272.5	
862.981	270.11	862.981	266.5	862.981	286.11	862.981	301.28	862.981	276.5	
863.293	265.11	863.293	266.5	863.293	279.11	863.293	303.28	863.293	269.5	
863.605	261.11	863.605	261.5	863.605	269.11	863.605	294.28	863.605	276.5	
863.917	270.11	863.917	270.5	863.917	264.11	863.917	287.28	863.917	274.5	
864.229	265.11	864.229	266.5	864.229	260.11	864.229	301.28	864.229	274.5	
864.541	260.11	864.541	266.5	864.541	268.11	864.541	281.28	864.541	267.5	
864.852	261.11	864.852	255.5	864.852	255.11	864.852	293.28	864.852	278.5	
865.164	257.11	865.164	258.5	865.164	267.11	865.164	282.28	865.164	277.5	
865.476	259.11	865.476	257.5	865.476	266.11	865.476	293.28	865.476	275.5	
865.787	258.11	865.787	254.5	865.787	264.11	865.787	278.28	865.787	269.5	
866.099	258.11	866.099	254.5	866.099	259.11	866.099	277.28	866.099	265.5	
866.411	266.11	866.411	253.5	866.411	260.11	866.411	284.28	866.411	263.5	
866.722	247.11	866.722	259.5	866.722	250.11	866.722	285.28	866.722	260.5	
867.033	249.11	867.033	255.5	867.033	257.11	867.033	286.28	867.033	266.5	
867.345	254.11	867.345	264.5	867.345	264.11	867.345	292.28	867.345	259.5	
867.656	255.11	867.656	252.5	867.656	248.11	867.656	270.28	867.656	259.5	
867.967	249.11	867.967	247.5	867.967	257.11	867.967	269.28	867.967	251.5	
868.279	249.11	868.279	247.5	868.279	257.11	868.279	284.28	868.279	257.5	
868.59	247.11	868.59	245.5	868.59	247.11	868.59	279.28	868.59	252.5	
868.901	242.11	868.901	253.5	868.901	261.11	868.901	277.28	868.901	254.5	
869.212	253.11	869.212	248.5	869.212	257.11	869.212	269.28	869.212	252.5	
869.523	242.11	869.523	250.5	869.523	252.11	869.523	274.28	869.523	259.5	
869.834	234.11	869.834	251.5	869.834	253.11	869.834	270.28	869.834	259.5	
870.145	243.11	870.145	245.5	870.145	243.11	870.145	265.28	870.145	243.5	
870.456	236.11	870.456	249.5	870.456	247.11	870.456	265.28	870.456	244.5	
870.767	243.11	870.767	238.5	870.767	244.11	870.767	268.28	870.767	248.5	
871.078	236.11	871.078	241.5	871.078	240.11	871.078	265.28	871.078	248.5	
871.388	241.11	871.388	234.5	871.388	239.11	871.388	264.28	871.388	248.5	
871.699	241.11	871.699	235.5	871.699	241.11	871.699	258.28	871.699	241.5	
872.01	236.11	872.01	238.5	872.01	237.11	872.01	263.28	872.01	247.5	
872.32	236.11	872.32	233.5	872.32	235.11	872.32	255.28	872.32	239.5	
872.631	245.11	872.631	228.5	872.631	237.11	872.631	257.28	872.631	250.5	
872.942	225.11	872.942	234.5	872.942	229.11	872.942	253.28	872.942	242.5	
873.252	230.11	873.252	230.5	873.252	242.11	873.252	253.28	873.252	235.5	
873.562	226.11	873.562	223.5	873.562	231.11	873.562	259.28	873.562	239.5	
873.873	231.11	873.873	223.5	873.873	233.11	873.873	257.28	873.873	229.5	
874.183	234.11	874.183	228.5	874.183	229.11	874.183	252.28	874.183	230.5	
874.493	224.11	874.493	228.5	874.493	225.11	874.493	248.28	874.493	235.5	
874.804	224.11	874.804	218.5	874.804	223.11	874.804	260.28	874.804	223.5	
875.114	230.11	875.114	222.5	875.114	222.11	875.114	243.28	875.114	232.5	
875.424	220.11	875.424	218.5	875.424	225.11	875.424	256.28	875.424	233.5	
875.734	225.11	875.734	229.5	875.734	231.11	875.734	243.28	875.734	229.5	
876.044	219.11	876.044	223.5	876.044	219.11	876.044	240.28	876.044	230.5	
876.354	216.11	876.354	220.5	876.354	219.11	876.354	243.28	876.354	224.5	
876.664	215.11	876.664	217.5	876.664	222.11	876.664	243.28	876.664	221.5	
876.974	214.11	876.974	210.5	876.974	218.11	876.974	243.28	876.974	222.5	
877.284	219.11	877.284	218.5	877.284	217.11	877.284	233.28	877.284	223.5	
877.594	212.11	877.594	208.5	877.594	218.11	877.594	245.28	877.594	222.5	
877.903	206.11	877.903	201.5	877.903	208.11	877.903	237.28	877.903	218.5	
878.213	206.11	878.213	211.5	878.213	221.11	878.213	237.28	878.213	223.5	
878.523	213.11	878.523	211.5	878.523	217.11	878.523	235.28	878.523	212.5	
878.832	207.11	878.832	218.5	878.832	209.11	878.832	236.28	878.832	218.5	
879.142	201.11	879.142	205.5	879.142	216.11	879.142	225.28	879.142	211.5	
879.451	208.11	879.451	201.5	879.451	213.11	879.451	233.28	879.451	220.5	
879.761	204.11	879.761	209.5	879.761	211.11	879.761	226.28	879.761	214.5	
880.07	204.11	880.07	221.5	880.07	204.11	880.07	236.28	880.07	221.5	
880.379	208.11	880.379	211.5	880.379	208.11	880.379	229.28	880.379	205.5	
880.689	207.11	880.689	206.5	880.689	214.11	880.689	231.28	880.689	210.5	
880.998	210.11	880.998	200.5	880.998	203.11	880.998	215.28	880.998	205.5	
881.307	201.11	881.307	194.5	881.307	203.11	881.307	227.28	881.307	208.5	
881.616	201.11	881.616	199.5	881.616	200.11	881.616	223.28	881.616	205.5	
881.926	193.11	881.926	203.5	881.926	212.11	881.926	220.28	881.926	204.5	
882.235	196.11	882.235	197.5	882.235	206.11	882.235	218.28	882.235	206.5	
882.544	205.11	882.544	201.5	882.544	200.11	882.544	212.28	882.544	215.5	
882.853	200.11	882.853	199.5	882.853	206.11	882.853	224.28	882.853	199.5	
883.162	198.11	883.162	203.5	883.162	194.11	883.162	221.28	883.162	200.5	
883.47	198.11	883.47	195.5	883.47	201.11	883.47	216.28	883.47	198.5	
883.779	200.11	883.779	191.5	883.779	199.11	883.779	211.28	883.779	208.5	
884.088	197.11	884.088	193.5	884.088	204.11	884.088	225.28	884.088	211.5	
884.397	199.11	884.397	195.5	884.397	195.11	884.397	209.28	884.397	195.5	
884.705	196.11	884.705	194.5	884.705	199.11	884.705	206.28	884.705	198.5	
885.014	193.11	885.014	195.5	885.014	196.11	885.014	210.28	885.014	197.5	
885.323	192.11	885.323	195.5	885.323	195.11	885.323	217.28	885.323	199.5	
885.631	202.11	885.631	191.5	885.631	201.11	885.631	212.28	885.631	199.5	
885.94	193.11	885.94	184.5	885.94	195.11	885.94	213.28	885.94	200.5	
886.248	186.11	886.248	187.5	886.248	198.11	886.248	208.28	886.248	189.5	
886.556	191.11	886.556	192.5	886.556	194.11	886.556	212.28	886.556	201.5	
886.865	181.11	886.865	189.5	886.865	193.11	886.865	202.28	886.865	189.5	
887.173	188.11	887.173	186.5	887.173	193.11	887.173	206.28	887.173	202.5	
887.481	179.11	887.481	184.5	887.481	190.11	887.481	210.28	887.481	191.5	
887.789	187.11	887.789	184.5	887.789	186.11	887.789	204.28	887.789	194.5	
888.098	184.11	888.098	191.5	888.098	195.11	888.098	208.28	888.098	203.5	
888.406	181.11	888.406	193.5	888.406	178.11	888.406	203.28	888.406	197.5	
888.714	183.11	888.714	176.5	888.714	188.11	888.714	198.28	888.714	197.5	
889.022	183.11	889.022	186.5	889.022	184.11	889.022	206.28	889.022	191.5	
889.33	180.11	889.33	185.5	889.33	188.11	889.33	198.28	889.33	191.5	
889.638	180.11	889.638	185.5	889.638	185.11	889.638	203.28	889.638	192.5	
889.945	185.11	889.945	188.5	889.945	182.11	889.945	199.28	889.945	182.5	
890.253	187.11	890.253	183.5	890.253	184.11	890.253	193.28	890.253	187.5	
890.561	174.11	890.561	183.5	890.561	188.11	890.561	201.28	890.561	185.5	
890.869	181.11	890.869	185.5	890.869	182.11	890.869	200.28	890.869	187.5	
891.176	181.11	891.176	176.5	891.176	180.11	891.176	200.28	891.176	187.5	
891.484	184.11	891.484	182.5	891.484	183.11	891.484	199.28	891.484	187.5	
891.791	181.11	891.791	180.5	891.791	180.11	891.791	198.28	891.791	183.5	
892.099	188.11	892.099	171.5	892.099	186.11	892.099	197.28	892.099	188.5	
